RecordingTime,PEC_Measured_Current,PEC_Measured_Power,PEC_Measured_Voltage,Batt_SOC_Calculated,Frm_Temperature_Limit,Batt_Temp_Cell,Batt_Temp_NegPost,Batt_Temp_PosPost,PEC_Accumulated_Current_In,PEC_Accumulated_Current_Out,Week_Counter,Test_Position_Timer,Test_Postn_Tmr_min,TC_Loop1PV,TC_Loop1SP,TC_Loop2PV,TC_Loop2SP,Batt_SOC_Req,PEC_Accumulated_Current_Total,PEC_Accumulated_Power_In,PEC_Accumulated_Power_Out,PEC_Accumulated_Power_Total,LoopCnt1,Batt_Chrg_Capacity_Ah,Batt_Chrg_Capacity_kWh,Batt_Dischrg_Capacity_Ah,Batt_Dischrg_Capacity_kWh,Batt_Throughput_Ah,Batt_Throughput_kWh
s,A,kW,V,%,-,°C,°C,°C,Ah,Ah,-,-,min,°C,°C,-,-,%,Ah,kWh,kWh,kWh,-,Ah,kWh,Ah,kWh,Ah,kWh
Double,Float,Float,Float,Float,Long,Float,Float,Float,Double,Double,Long,Long,Float,Float,Float,Float,Float,Float,Float,Double,Double,Float,Long,Float,Float,Float,Float,Double,Double
165.2,-3.324304,-0.012392,3.727787,49.56,0,26.86,10000000000.00,28.16,9.855912,-7.193468,1,165370,2.76,24.9,25.0,0.0,-1.0,50.00,2.662444,0.039456,-0.024964,0.014492,1,5.4209,0.0213,5.3719,0.0198,17.049380,0.064420
165.3,-3.389961,-0.012634,3.726979,49.56,0,26.88,10000000000.00,28.05,9.855912,-7.193561,1,165470,2.76,24.9,25.0,0.0,-1.0,50.00,2.662351,0.039456,-0.024964,0.014492,1,5.4209,0.0213,5.3719,0.0198,17.049473,0.064421
165.4,-3.488448,-0.012998,3.726009,49.56,0,26.88,10000000000.00,28.12,9.855912,-7.193657,1,165570,2.76,24.9,25.0,0.0,-1.0,50.00,2.662255,0.039456,-0.024965,0.014491,1,5.4209,0.0213,5.3719,0.0198,17.049569,0.064421
165.5,-3.552054,-0.013233,3.725363,49.56,0,26.89,10000000000.00,28.08,9.855912,-7.193755,1,165670,2.76,24.9,25.0,0.0,-1.0,50.00,2.662157,0.039456,-0.024965,0.014491,1,5.4209,0.0213,5.3719,0.0198,17.049667,0.064421
165.6,-3.648489,-0.013588,3.724231,49.55,0,26.83,10000000000.00,28.17,9.855912,-7.193856,1,165770,2.76,24.9,25.0,0.0,-1.0,50.00,2.662056,0.039456,-0.024966,0.014491,1,5.4209,0.0213,5.3719,0.0198,17.049768,0.064422
165.7,-3.714146,-0.013829,3.723422,49.55,0,26.85,10000000000.00,28.12,9.855912,-7.193959,1,165870,2.76,24.9,25.0,0.0,-1.0,50.00,2.661953,0.039456,-0.024966,0.014490,1,5.4209,0.0213,5.3719,0.0198,17.049871,0.064422
165.8,-3.810581,-0.014185,3.722614,49.55,0,26.86,10000000000.00,28.22,9.855912,-7.194064,1,165970,2.77,24.9,25.0,0.0,-1.0,50.00,2.661849,0.039456,-0.024966,0.014490,1,5.4209,0.0213,5.3719,0.0198,17.049976,0.064422
165.9,-3.874187,-0.014418,3.721644,49.55,0,26.78,10000000000.00,28.31,9.855912,-7.194171,1,166070,2.77,24.9,25.0,0.0,-1.0,50.00,2.661741,0.039456,-0.024967,0.014489,1,5.4209,0.0213,5.3719,0.0198,17.050083,0.064423
166,-3.972673,-0.014781,3.720674,49.55,0,26.89,10000000000.00,28.22,9.855912,-7.194280,1,166170,2.77,24.9,25.0,0.0,-1.0,50.00,2.661632,0.039456,-0.024967,0.014489,1,5.4209,0.0213,5.3719,0.0198,17.050192,0.064423
166.1,-4.038331,-0.015021,3.719704,49.54,0,26.88,10000000000.00,28.09,9.855912,-7.194392,1,166270,2.77,24.9,25.0,0.0,-1.0,50.00,2.661520,0.039456,-0.024967,0.014489,1,5.4209,0.0213,5.3719,0.0198,17.050304,0.064424
166.2,-4.132714,-0.015369,3.718896,49.54,0,26.78,10000000000.00,28.18,9.855912,-7.194506,1,166370,2.77,24.9,25.0,0.0,-1.0,50.00,2.661406,0.039456,-0.024968,0.014488,1,5.4209,0.0213,5.3719,0.0198,17.050418,0.064424
166.3,-4.198371,-0.015610,3.718087,49.54,0,26.86,10000000000.00,28.18,9.855912,-7.194622,1,166470,2.77,24.9,25.0,0.0,-1.0,50.00,2.661290,0.039456,-0.024968,0.014488,1,5.4209,0.0213,5.3719,0.0198,17.050534,0.064425
166.4,-4.296858,-0.015972,3.717117,49.54,0,26.82,10000000000.00,28.25,9.855912,-7.194740,1,166570,2.78,24.9,25.0,0.0,-1.0,50.00,2.661172,0.039456,-0.024969,0.014487,1,5.4209,0.0213,5.3719,0.0198,17.050652,0.064425
166.5,-4.356360,-0.016190,3.716309,49.54,0,26.90,10000000000.00,28.24,9.855912,-7.194861,1,166670,2.78,24.9,25.0,0.0,-1.0,50.00,2.661051,0.039456,-0.024969,0.014487,1,5.4209,0.0213,5.3719,0.0198,17.050773,0.064425
166.6,-4.452795,-0.016544,3.715339,49.53,0,26.82,10000000000.00,28.19,9.855912,-7.194984,1,166770,2.78,24.9,25.0,0.0,-1.0,50.00,2.660928,0.039456,-0.024970,0.014486,1,5.4209,0.0213,5.3719,0.0198,17.050896,0.064426
166.7,-4.516401,-0.016776,3.714369,49.53,0,26.86,10000000000.00,28.22,9.855912,-7.195109,1,166870,2.78,24.9,25.0,0.0,-1.0,50.00,2.660803,0.039456,-0.024970,0.014486,1,5.4209,0.0213,5.3719,0.0198,17.051021,0.064426
166.8,-4.614888,-0.017137,3.713399,49.53,0,26.89,10000000000.00,28.32,9.855912,-7.195236,1,166970,2.78,24.9,25.0,0.0,-1.0,50.00,2.660676,0.039456,-0.024971,0.014486,1,5.4209,0.0213,5.3719,0.0198,17.051148,0.064427
166.9,-4.674390,-0.017354,3.712590,49.53,0,26.88,10000000000.00,28.20,9.855912,-7.195366,1,167070,2.78,24.9,25.0,0.0,-1.0,50.00,2.660546,0.039456,-0.024971,0.014485,1,5.4209,0.0213,5.3719,0.0198,17.051278,0.064427
167,-4.770825,-0.017707,3.711621,49.52,0,26.85,10000000000.00,28.36,9.855912,-7.195497,1,167170,2.79,24.9,25.0,0.0,-1.0,50.00,2.660415,0.039456,-0.024972,0.014485,1,5.4209,0.0213,5.3719,0.0198,17.051409,0.064428
167.1,-4.832379,-0.017933,3.710974,49.52,0,26.78,10000000000.00,28.23,9.855912,-7.195631,1,167270,2.79,24.9,25.0,0.0,-1.0,50.00,2.660281,0.039456,-0.024972,0.014484,1,5.4209,0.0213,5.3719,0.0198,17.051543,0.064428
167.2,-4.926762,-0.018278,3.709842,49.52,0,26.76,10000000000.00,28.31,9.855912,-7.195767,1,167370,2.79,25.0,25.0,0.0,-1.0,50.00,2.660145,0.039456,-0.024973,0.014484,1,5.4209,0.0213,5.3719,0.0198,17.051679,0.064429
167.3,-4.992419,-0.018516,3.708872,49.52,0,26.84,10000000000.00,28.30,9.855912,-7.195905,1,167470,2.79,25.0,25.0,0.0,-1.0,50.00,2.660007,0.039456,-0.024973,0.014483,1,5.4209,0.0213,5.3719,0.0198,17.051817,0.064429
167.4,-5.082699,-0.018847,3.708064,49.51,0,26.86,10000000000.00,28.29,9.855912,-7.196046,1,167570,2.79,25.0,25.0,0.0,-1.0,50.00,2.659866,0.039456,-0.024974,0.014483,1,5.4209,0.0213,5.3719,0.0198,17.051958,0.064430
167.5,-5.144253,-0.019071,3.707255,49.51,0,26.83,10000000000.00,28.35,9.855912,-7.196188,1,167670,2.79,25.0,25.0,0.0,-1.0,50.00,2.659724,0.039456,-0.024974,0.014482,1,5.4209,0.0213,5.3719,0.0198,17.052100,0.064430
167.6,-5.240687,-0.019423,3.706124,49.51,0,26.90,10000000000.00,28.31,9.855912,-7.196333,1,167770,2.80,25.0,25.0,0.0,-1.0,50.00,2.659579,0.039456,-0.024975,0.014481,1,5.4209,0.0213,5.3719,0.0198,17.052245,0.064431
167.7,-5.304294,-0.019654,3.705315,49.51,0,26.88,10000000000.00,28.31,9.855912,-7.196480,1,167870,2.80,25.0,25.0,0.0,-1.0,50.00,2.659432,0.039456,-0.024975,0.014481,1,5.4209,0.0213,5.3719,0.0198,17.052392,0.064431
167.8,-5.394573,-0.019983,3.704345,49.50,0,26.88,10000000000.00,28.26,9.855912,-7.196629,1,167970,2.80,25.0,25.0,0.0,-1.0,50.00,2.659283,0.039456,-0.024976,0.014480,1,5.4209,0.0213,5.3719,0.0198,17.052541,0.064432
167.9,-5.454075,-0.020200,3.703699,49.50,0,26.84,10000000000.00,28.31,9.855912,-7.196780,1,168070,2.80,25.0,25.0,0.0,-1.0,50.00,2.659132,0.039456,-0.024976,0.014480,1,5.4209,0.0213,5.3719,0.0198,17.052692,0.064433
168,-5.542303,-0.020520,3.702405,49.50,0,26.87,10000000000.00,28.38,9.855912,-7.196933,1,168170,2.80,25.0,25.0,0.0,-1.0,50.00,2.658979,0.039456,-0.024977,0.014479,1,5.4209,0.0213,5.3719,0.0198,17.052845,0.064433
168.1,-5.603857,-0.020743,3.701597,49.49,0,26.68,10000000000.00,28.39,9.855912,-7.197088,1,168270,2.80,25.0,25.0,0.0,-1.0,50.00,2.658824,0.039456,-0.024978,0.014479,1,5.4209,0.0213,5.3719,0.0198,17.053000,0.064434
168.2,-5.696188,-0.021079,3.700627,49.49,0,26.82,10000000000.00,28.46,9.855912,-7.197246,1,168370,2.81,24.9,25.0,0.0,-1.0,50.00,2.658666,0.039456,-0.024978,0.014478,1,5.4209,0.0213,5.3719,0.0198,17.053158,0.064434
168.3,-5.759794,-0.021310,3.699819,49.49,0,26.95,10000000000.00,28.31,9.855912,-7.197405,1,168470,2.81,24.9,25.0,0.0,-1.0,50.00,2.658507,0.039456,-0.024979,0.014477,1,5.4209,0.0213,5.3719,0.0198,17.053317,0.064435
168.4,-5.848022,-0.021630,3.698687,49.49,0,26.94,10000000000.00,28.27,9.855912,-7.197567,1,168570,2.81,24.9,25.0,0.0,-1.0,50.00,2.658345,0.039456,-0.024979,0.014477,1,5.4209,0.0213,5.3719,0.0198,17.053479,0.064435
168.5,-5.909575,-0.021854,3.698040,49.48,0,26.75,10000000000.00,28.30,9.855912,-7.197731,1,168670,2.81,24.9,25.0,0.0,-1.0,50.00,2.658181,0.039456,-0.024980,0.014476,1,5.4209,0.0213,5.3719,0.0198,17.053643,0.064436
168.6,-5.999855,-0.022181,3.696909,49.48,0,26.80,10000000000.00,28.31,9.855912,-7.197897,1,168770,2.81,24.9,25.0,0.0,-1.0,50.00,2.658015,0.039456,-0.024980,0.014476,1,5.4209,0.0213,5.3719,0.0198,17.053809,0.064437
168.7,-6.063461,-0.022411,3.696100,49.48,0,26.79,10000000000.00,28.31,9.855912,-7.198065,1,168870,2.81,24.9,25.0,0.0,-1.0,50.00,2.657847,0.039456,-0.024981,0.014475,1,5.4209,0.0213,5.3719,0.0198,17.053977,0.064437
168.8,-6.149636,-0.022725,3.695292,49.47,0,26.86,10000000000.00,28.37,9.855912,-7.198235,1,168970,2.82,24.9,25.0,0.0,-1.0,50.00,2.657677,0.039456,-0.024982,0.014474,1,5.4209,0.0213,5.3719,0.0198,17.054147,0.064438
168.9,-6.211190,-0.022947,3.694484,49.47,0,26.86,10000000000.00,28.26,9.855912,-7.198407,1,169070,2.82,24.9,25.0,0.0,-1.0,50.00,2.657505,0.039456,-0.024982,0.014474,1,5.4209,0.0213,5.3719,0.0198,17.054319,0.064439
169,-6.299418,-0.023266,3.693352,49.47,0,26.88,10000000000.00,28.25,9.855912,-7.198581,1,169170,2.82,24.9,25.0,0.0,-1.0,50.00,2.657331,0.039456,-0.024983,0.014473,1,5.4209,0.0213,5.3719,0.0198,17.054493,0.064439
169.1,-6.363024,-0.023497,3.692705,49.46,0,26.86,10000000000.00,28.30,9.855912,-7.198758,1,169270,2.82,24.9,25.0,0.0,-1.0,50.00,2.657154,0.039456,-0.024984,0.014472,1,5.4209,0.0213,5.3719,0.0198,17.054670,0.064440
169.2,-4.032176,-0.014976,3.714207,49.46,0,26.89,10000000000.00,28.35,9.855912,-7.198889,1,169370,2.82,24.9,25.0,0.0,-1.0,50.00,2.657023,0.039456,-0.024984,0.014472,1,5.4209,0.0213,5.3719,0.0198,17.054801,0.064440
169.3,-4.715426,-0.017486,3.708225,49.46,0,26.79,10000000000.00,28.14,9.855912,-7.199015,1,169470,2.82,24.9,25.0,0.0,-1.0,50.00,2.656897,0.039456,-0.024985,0.014472,1,5.4209,0.0213,5.3719,0.0198,17.054927,0.064441
169.4,-4.590266,-0.017027,3.709357,49.46,0,26.86,10000000000.00,28.39,9.855912,-7.199143,1,169570,2.83,24.9,25.0,0.0,-1.0,50.00,2.656769,0.039456,-0.024985,0.014471,1,5.4209,0.0213,5.3719,0.0198,17.055055,0.064441
169.5,-4.676442,-0.017343,3.708549,49.45,0,26.90,10000000000.00,28.38,9.855912,-7.199272,1,169670,2.83,24.9,25.0,0.0,-1.0,50.00,2.656640,0.039456,-0.024986,0.014471,1,5.4209,0.0213,5.3719,0.0198,17.055184,0.064442
169.6,-4.709270,-0.017462,3.708064,49.45,0,26.70,10000000000.00,28.37,9.855912,-7.199403,1,169770,2.83,24.9,25.0,0.0,-1.0,50.00,2.656509,0.039456,-0.024986,0.014470,1,5.4209,0.0213,5.3719,0.0198,17.055315,0.064442
169.7,-4.756462,-0.017636,3.707741,49.45,0,26.80,10000000000.00,28.36,9.855912,-7.199535,1,169870,2.83,24.9,25.0,0.0,-1.0,50.00,2.656377,0.039456,-0.024987,0.014470,1,5.4209,0.0213,5.3719,0.0198,17.055447,0.064443
169.8,-4.799550,-0.017792,3.707094,49.45,0,26.80,10000000000.00,28.46,9.855912,-7.199668,1,169970,2.83,24.9,25.0,0.0,-1.0,50.00,2.656244,0.039456,-0.024987,0.014469,1,5.4209,0.0213,5.3719,0.0198,17.055580,0.064443
169.9,-4.846741,-0.017966,3.706770,49.44,0,26.88,10000000000.00,28.41,9.855912,-7.199802,1,170070,2.83,24.9,25.0,0.0,-1.0,50.00,2.656110,0.039456,-0.024988,0.014469,1,5.4209,0.0213,5.3719,0.0198,17.055714,0.064444
170,-4.885725,-0.018107,3.706124,49.44,0,26.80,10000000000.00,28.41,9.855912,-7.199938,1,170170,2.84,24.9,25.0,0.0,-1.0,50.00,2.655974,0.039456,-0.024988,0.014468,1,5.4209,0.0213,5.3719,0.0198,17.055850,0.064444
170.1,-4.926762,-0.018257,3.705639,49.44,0,26.89,10000000000.00,28.43,9.855912,-7.200074,1,170270,2.84,24.9,25.0,0.0,-1.0,50.00,2.655838,0.039456,-0.024989,0.014468,1,5.4209,0.0213,5.3719,0.0198,17.055986,0.064445
170.2,-4.085523,-0.015171,3.713237,49.44,0,26.87,10000000000.00,28.45,9.855912,-7.200195,1,170370,2.84,24.9,25.0,0.0,-1.0,50.00,2.655717,0.039456,-0.024989,0.014467,1,5.4209,0.0213,5.3719,0.0198,17.056107,0.064445
170.3,-4.303014,-0.015970,3.711459,49.43,0,26.87,10000000000.00,28.41,9.855912,-7.200313,1,170470,2.84,24.9,25.0,0.0,-1.0,50.00,2.655600,0.039456,-0.024989,0.014467,1,5.4209,0.0213,5.3719,0.0198,17.056225,0.064446
170.4,-4.305066,-0.015978,3.711459,49.43,0,26.86,10000000000.00,28.48,9.855912,-7.200432,1,170570,2.84,24.9,25.0,0.0,-1.0,50.00,2.655480,0.039456,-0.024990,0.014466,1,5.4209,0.0213,5.3719,0.0198,17.056344,0.064446
170.5,-4.344049,-0.016121,3.710974,49.43,0,26.86,10000000000.00,28.46,9.855912,-7.200553,1,170670,2.84,24.9,25.0,0.0,-1.0,50.00,2.655360,0.039456,-0.024990,0.014466,1,5.4209,0.0213,5.3719,0.0198,17.056465,0.064446
170.6,-4.372775,-0.016226,3.710650,49.43,0,26.83,10000000000.00,28.52,9.855912,-7.200674,1,170770,2.85,24.9,25.0,0.0,-1.0,50.00,2.655238,0.039456,-0.024991,0.014465,1,5.4209,0.0213,5.3719,0.0198,17.056586,0.064447
170.7,-4.407656,-0.016353,3.710166,49.43,0,26.82,10000000000.00,28.43,9.855912,-7.200796,1,170870,2.85,24.9,25.0,0.0,-1.0,50.00,2.655116,0.039456,-0.024991,0.014465,1,5.4209,0.0213,5.3719,0.0198,17.056708,0.064447
170.8,-4.442536,-0.016481,3.709842,49.42,0,26.82,10000000000.00,28.51,9.855912,-7.200919,1,170970,2.85,24.9,25.0,0.0,-1.0,50.00,2.654993,0.039456,-0.024992,0.014464,1,5.4209,0.0213,5.3719,0.0198,17.056831,0.064448
170.9,-4.475365,-0.016601,3.709519,49.42,0,26.90,10000000000.00,28.47,9.855912,-7.201044,1,171070,2.85,24.9,25.0,0.0,-1.0,50.00,2.654869,0.039456,-0.024992,0.014464,1,5.4209,0.0213,5.3719,0.0198,17.056956,0.064448
171,-4.510246,-0.016729,3.709034,49.42,0,26.88,10000000000.00,28.47,9.855912,-7.201169,1,171170,2.85,24.9,25.0,0.0,-1.0,50.00,2.654743,0.039456,-0.024993,0.014464,1,5.4209,0.0213,5.3719,0.0198,17.057081,0.064449
171.1,-4.543075,-0.016849,3.708710,49.42,0,26.83,10000000000.00,28.47,9.855912,-7.201295,1,171270,2.85,24.9,25.0,0.0,-1.0,50.00,2.654618,0.039456,-0.024993,0.014463,1,5.4209,0.0213,5.3719,0.0198,17.057207,0.064449
171.2,-2.979601,-0.011093,3.723099,49.41,0,26.91,10000000000.00,28.51,9.855912,-7.201390,1,171370,2.86,24.9,25.0,0.0,-1.0,50.00,2.654522,0.039456,-0.024993,0.014463,1,5.4209,0.0213,5.3719,0.0198,17.057302,0.064450
171.3,-3.297630,-0.012269,3.720512,49.41,0,26.94,10000000000.00,28.29,9.855912,-7.201479,1,171470,2.86,24.9,25.0,0.0,-1.0,50.00,2.654433,0.039456,-0.024994,0.014462,1,5.4209,0.0213,5.3719,0.0198,17.057391,0.064450
171.4,-3.275060,-0.012186,3.720836,49.41,0,26.89,10000000000.00,28.46,9.855912,-7.201571,1,171570,2.86,24.9,25.0,0.0,-1.0,50.00,2.654341,0.039456,-0.024994,0.014462,1,5.4209,0.0213,5.3719,0.0198,17.057483,0.064450
171.5,-3.291475,-0.012247,3.720674,49.41,0,26.84,10000000000.00,28.46,9.855912,-7.201662,1,171670,2.86,24.9,25.0,0.0,-1.0,50.00,2.654250,0.039456,-0.024994,0.014462,1,5.4209,0.0213,5.3719,0.0198,17.057574,0.064451
171.6,-3.311993,-0.012322,3.720512,49.41,0,26.87,10000000000.00,28.47,9.855912,-7.201754,1,171770,2.86,24.9,25.0,0.0,-1.0,50.00,2.654158,0.039456,-0.024995,0.014461,1,5.4209,0.0213,5.3719,0.0198,17.057666,0.064451
171.7,-3.328407,-0.012383,3.720351,49.41,0,26.85,10000000000.00,28.43,9.855912,-7.201846,1,171870,2.86,24.9,25.0,0.0,-1.0,50.00,2.654066,0.039456,-0.024995,0.014461,1,5.4209,0.0213,5.3719,0.0198,17.057758,0.064451
171.8,-3.344822,-0.012444,3.720351,49.40,0,26.86,10000000000.00,28.50,9.855912,-7.201939,1,171970,2.87,24.9,25.0,0.0,-1.0,50.00,2.653973,0.039456,-0.024995,0.014461,1,5.4209,0.0213,5.3719,0.0198,17.057851,0.064452
171.9,-3.361236,-0.012504,3.720027,49.40,0,26.80,10000000000.00,28.60,9.855912,-7.202033,1,172070,2.87,24.9,25.0,0.0,-1.0,50.00,2.653879,0.039456,-0.024996,0.014460,1,5.4209,0.0213,5.3719,0.0198,17.057945,0.064452
172,-3.381754,-0.012580,3.719866,49.40,0,26.86,10000000000.00,28.54,9.855912,-7.202127,1,172170,2.87,24.9,25.0,0.0,-1.0,50.00,2.653785,0.039456,-0.024996,0.014460,1,5.4209,0.0213,5.3719,0.0198,17.058039,0.064452
172.1,-3.406376,-0.012670,3.719542,49.40,0,26.86,10000000000.00,28.45,9.855912,-7.202221,1,172270,2.87,24.9,25.0,0.0,-1.0,50.00,2.653691,0.039456,-0.024997,0.014460,1,5.4209,0.0213,5.3719,0.0198,17.058133,0.064453
172.2,-0.964730,-0.003611,3.742499,49.40,0,26.93,10000000000.00,28.50,9.855912,-7.202268,1,172370,2.87,25.0,25.0,0.0,-1.0,50.00,2.653644,0.039456,-0.024997,0.014459,1,5.4209,0.0213,5.3719,0.0198,17.058180,0.064453
172.3,-1.424334,-0.005325,3.738619,49.40,0,26.84,10000000000.00,28.36,9.855912,-7.202304,1,172470,2.87,25.0,25.0,0.0,-1.0,50.00,2.653608,0.039456,-0.024997,0.014459,1,5.4209,0.0213,5.3719,0.0198,17.058216,0.064453
172.4,-1.362780,-0.005096,3.739266,49.40,0,26.92,10000000000.00,28.45,9.855912,-7.202342,1,172570,2.88,25.0,25.0,0.0,-1.0,50.00,2.653570,0.039456,-0.024997,0.014459,1,5.4209,0.0213,5.3719,0.0198,17.058254,0.064453
172.5,-1.364832,-0.005104,3.739428,49.40,0,26.77,10000000000.00,28.52,9.855912,-7.202380,1,172670,2.88,25.0,25.0,0.0,-1.0,50.00,2.653532,0.039456,-0.024997,0.014459,1,5.4209,0.0213,5.3719,0.0198,17.058292,0.064453
172.6,-1.373039,-0.005135,3.739589,49.40,0,26.91,10000000000.00,28.41,9.855912,-7.202418,1,172770,2.88,25.0,25.0,0.0,-1.0,50.00,2.653494,0.039456,-0.024997,0.014459,1,5.4209,0.0213,5.3719,0.0198,17.058330,0.064453
172.7,-1.377142,-0.005150,3.739589,49.39,0,26.97,10000000000.00,28.46,9.855912,-7.202456,1,172870,2.88,25.0,25.0,0.0,-1.0,50.00,2.653456,0.039456,-0.024997,0.014459,1,5.4209,0.0213,5.3719,0.0198,17.058368,0.064454
172.8,-1.379194,-0.005158,3.739751,49.39,0,26.82,10000000000.00,28.66,9.855912,-7.202494,1,172970,2.88,25.0,25.0,0.0,-1.0,50.00,2.653418,0.039456,-0.024998,0.014459,1,5.4209,0.0213,5.3719,0.0198,17.058406,0.064454
172.9,-1.381246,-0.005165,3.739589,49.39,0,26.82,10000000000.00,28.56,9.855912,-7.202533,1,173070,2.88,25.0,25.0,0.0,-1.0,50.00,2.653379,0.039456,-0.024998,0.014458,1,5.4209,0.0213,5.3719,0.0198,17.058445,0.064454
173,-1.383298,-0.005173,3.739589,49.39,0,26.88,10000000000.00,28.63,9.855912,-7.202571,1,173170,2.89,25.0,25.0,0.0,-1.0,50.00,2.653341,0.039456,-0.024998,0.014458,1,5.4209,0.0213,5.3719,0.0198,17.058483,0.064454
173.1,-1.387401,-0.005188,3.739589,49.39,0,26.91,10000000000.00,28.55,9.855912,-7.202610,1,173270,2.89,25.0,25.0,0.0,-1.0,50.00,2.653302,0.039456,-0.024998,0.014458,1,5.4209,0.0213,5.3719,0.0198,17.058522,0.064454
173.2,0.403823,0.001517,3.756403,49.39,0,26.82,10000000000.00,28.59,9.855920,-7.202621,1,173370,2.89,24.9,25.0,0.0,-1.0,50.00,2.653299,0.039456,-0.024998,0.014458,1,5.4209,0.0213,5.3719,0.0198,17.058541,0.064454
173.3,0.278663,0.001047,3.755595,49.39,0,26.79,10000000000.00,28.54,9.855929,-7.202621,1,173470,2.89,24.9,25.0,0.0,-1.0,50.00,2.653307,0.039456,-0.024998,0.014458,1,5.4209,0.0213,5.3719,0.0198,17.058550,0.064454
173.4,0.297129,0.001116,3.756080,49.39,0,26.92,10000000000.00,28.56,9.855937,-7.202621,1,173570,2.89,24.9,25.0,0.0,-1.0,50.00,2.653316,0.039456,-0.024998,0.014458,1,5.4209,0.0213,5.3719,0.0198,17.058558,0.064454
173.5,0.293025,0.001101,3.756241,49.39,0,26.97,10000000000.00,28.45,9.855945,-7.202621,1,173670,2.89,24.9,25.0,0.0,-1.0,50.00,2.653324,0.039456,-0.024998,0.014458,1,5.4209,0.0213,5.3719,0.0198,17.058566,0.064454
173.6,0.293025,0.001101,3.756080,49.39,0,26.88,10000000000.00,28.55,9.855953,-7.202621,1,173770,2.90,24.9,25.0,0.0,-1.0,50.00,2.653332,0.039456,-0.024998,0.014458,1,5.4209,0.0213,5.3719,0.0198,17.058574,0.064454
173.7,0.293025,0.001101,3.756403,49.39,0,26.84,10000000000.00,28.57,9.855961,-7.202621,1,173870,2.90,24.9,25.0,0.0,-1.0,50.00,2.653340,0.039456,-0.024998,0.014458,1,5.4209,0.0213,5.3719,0.0198,17.058582,0.064454
173.8,0.290973,0.001093,3.756726,49.39,0,26.87,10000000000.00,28.57,9.855969,-7.202621,1,173970,2.90,24.9,25.0,0.0,-1.0,50.00,2.653348,0.039456,-0.024998,0.014458,1,5.4209,0.0213,5.3719,0.0198,17.058591,0.064454
173.9,0.295077,0.001109,3.756726,49.39,0,26.92,10000000000.00,28.52,9.855977,-7.202621,1,174070,2.90,24.9,25.0,0.0,-1.0,50.00,2.653356,0.039456,-0.024998,0.014458,1,5.4209,0.0213,5.3719,0.0198,17.058599,0.064454
174,0.290973,0.001093,3.756888,49.39,0,26.88,10000000000.00,28.56,9.855985,-7.202621,1,174170,2.90,24.9,25.0,0.0,-1.0,50.00,2.653364,0.039456,-0.024998,0.014458,1,5.4209,0.0213,5.3719,0.0198,17.058607,0.064454
174.1,0.290973,0.001093,3.756888,49.39,0,26.76,10000000000.00,28.56,9.855993,-7.202621,1,174270,2.90,24.9,25.0,0.0,-1.0,50.00,2.653372,0.039456,-0.024998,0.014458,1,5.4209,0.0213,5.3719,0.0198,17.058615,0.064454
174.2,0.239678,0.000900,3.756726,49.39,0,26.80,10000000000.00,28.47,9.856000,-7.202621,1,174370,2.91,24.9,25.0,0.0,-1.0,50.00,2.653379,0.039456,-0.024998,0.014458,1,5.4209,0.0213,5.3719,0.0198,17.058622,0.064455
174.3,0.247886,0.000931,3.756888,49.39,0,26.97,10000000000.00,28.57,9.856007,-7.202621,1,174470,2.91,24.9,25.0,0.0,-1.0,50.00,2.653386,0.039457,-0.024998,0.014458,1,5.4209,0.0213,5.3719,0.0198,17.058628,0.064455
174.4,0.245834,0.000924,3.756888,49.39,0,26.81,10000000000.00,28.62,9.856014,-7.202621,1,174570,2.91,24.9,25.0,0.0,-1.0,50.00,2.653393,0.039457,-0.024998,0.014459,1,5.4209,0.0213,5.3719,0.0198,17.058635,0.064455
174.5,0.243782,0.000916,3.757050,49.39,0,26.88,10000000000.00,28.55,9.856021,-7.202621,1,174670,2.91,24.9,25.0,0.0,-1.0,50.00,2.653400,0.039457,-0.024998,0.014459,1,5.4209,0.0213,5.3719,0.0198,17.058642,0.064455
174.6,0.245834,0.000924,3.757050,49.39,0,26.88,10000000000.00,28.61,9.856028,-7.202621,1,174770,2.91,24.9,25.0,0.0,-1.0,50.00,2.653406,0.039457,-0.024998,0.014459,1,5.4209,0.0213,5.3719,0.0198,17.058649,0.064455
174.7,0.241730,0.000908,3.757211,49.39,0,26.91,10000000000.00,28.72,9.856035,-7.202621,1,174870,2.91,24.9,25.0,0.0,-1.0,50.00,2.653413,0.039457,-0.024998,0.014459,1,5.4209,0.0213,5.3719,0.0198,17.058656,0.064455
174.8,0.243782,0.000916,3.757373,49.39,0,26.86,10000000000.00,28.67,9.856041,-7.202621,1,174970,2.92,24.9,25.0,0.0,-1.0,50.00,2.653420,0.039457,-0.024998,0.014459,1,5.4209,0.0213,5.3719,0.0198,17.058663,0.064455
174.9,0.243782,0.000916,3.757373,49.39,0,26.83,10000000000.00,28.69,9.856048,-7.202621,1,175070,2.92,24.9,25.0,0.0,-1.0,50.00,2.653427,0.039457,-0.024998,0.014459,1,5.4209,0.0213,5.3719,0.0198,17.058669,0.064455
175,0.239678,0.000901,3.757373,49.39,0,26.80,10000000000.00,28.61,9.856055,-7.202621,1,175170,2.92,24.9,25.0,0.0,-1.0,50.00,2.653434,0.039457,-0.024998,0.014459,1,5.4209,0.0213,5.3719,0.0198,17.058676,0.064455
